start,duration,text,valence,arousal
134.22,3.36,invisibility potion lasts up to one hour,0,0
136.319,2.941,a creature you touch becomes invisible,0,0
137.58,3.06,until the spell ends anything the target,0,0
139.26,3.21,is wearing or carrying it's invisible as,0,0
140.64,4.319,long as it is on your person how broken,0,0
142.47,3.629,the spell ends for a target that attacks,0,0
144.959,2.731,or casts a spell,0,0
146.099,3.031,once you attack or cast a spell you lose,0,0
147.69,3.03,it so I'm pretty much I'm gonna go,0,0
149.13,4.35,across that bridge and I'm gonna scout,0,0
150.72,4.05,out the exact location of every single,0,0
153.48,2.63,person that's on the outside of that,0,0
154.77,4.1,place okay,0,0
156.11,5.7,I have poison he's drinking he's,0,0
158.87,4.92,drinking I got five poisons tell me to,0,0
161.81,3.15,go over there now I'll go just like drop,0,0
163.79,3.48,man listen to the video you're invisible,0,0
164.96,5.19,we get simultaneously kill the people in,0,0
167.27,5.25,the bar and outside the same time door,0,0
170.15,4.79,is open right I could go in there and I,0,0
172.52,4.68,can put it everybody knows right now I,0,0
174.94,3.73,give you all my straight down,0,0
177.2,3.81,figure it out yep here's my poisons go,0,0
178.67,4.83,doors open yeah done you go I'm gonna,0,0
181.01,4.2,need you to put them magic hands on me,0,0
183.5,3.39,give me that give me that long jump,0,0
185.21,3.33,ability all right last for 1 minute so,0,0
186.89,5.16,we go 1 minute 1 minute,0,0
188.54,6.12,d before you could leave I'm gonna touch,0,0
192.05,3.63,you you jump you got it ok just see like,0,0
194.66,4.62,patting on the back as I'm running out,0,0
195.68,5.79,okay let's all right I'm gonna I'm gonna,0,0
199.28,4.11,make my jump and then when I jump I'm,0,0
201.47,4.38,immediately lay down and have my cloak,0,0
203.39,6.39,or tomato still shelf okay I'm gonna do,0,0
205.85,7.95,my jump got it all day you got this deep,0,0
209.78,8.88,just roll it this roll Biggs uh 16 you,0,0
213.8,7.89,there's other side fucking Sam Fisher,0,0
218.66,5.49,nice okay shirt I start a.m. pitcher Sam,0,0
221.69,3.99,start crawling slowly all right you're,0,0
224.15,4.35,good I'm gonna grab I'm grabbing knee,0,0
225.68,4.23,goes up poison yet you got I'm carefully,0,0
228.5,3.36,not gonna be chugging the poison when we,0,0
229.91,4.26,chug in my visibility potion looks good,0,0
231.86,6.87,our supply I doubt it,0,0
234.17,5.58,okay you gotta see many more yes I'm,0,0
238.73,3.27,just gonna go right up over this bridge,0,0
239.75,4.38,quietly gonna quietly go over the ridge,0,0
242.0,3.57,and you get to the top just put yourself,0,0
244.13,4.67,on the top and I'll explain an image for,0,0
245.57,7.68,you what you see is you see this guy's,0,0
248.8,6.49,this drunk guys penis yeah she and you,0,0
253.25,5.01,see a drunk man's penis and he's peeing,0,0
255.29,7.08,into a river you also see this sleeping,0,0
258.26,6.54,drunk guy on the side of the bridge and,0,0
262.37,4.98,he looks like kind of looks like a,0,0
264.8,4.17,transient a homeless man actually he's,0,0
267.35,3.33,just kind of there passed out are they,0,0
268.97,2.73,armed on the side of the bridge neither,0,0
270.68,3.12,of them are armed,0,0
271.7,5.01,I'm just moved here where I can observe,0,0
273.8,4.5,everything I knew I can see it most of,0,0
276.71,3.359,everything except those guys,0,0
278.3,5.759,I'll do so stealthily so that this guy,0,0
280.069,6.77,doesn't see me up here 18 it's got an 18,0,0
284.059,9.181,great and now I'm going to pass the turn,0,0
286.839,8.29,to interview all right Darien slip up up,0,0
293.24,4.439,here walk up here,0,0
295.129,4.38,and that's where your turn is going in,0,0
297.679,2.311,because I'm gonna ship to Brandon so,0,0
299.509,3.45,okay,0,0
299.99,6.149,Brant is on top of the bridge carefully,0,0
302.959,5.341,get into position out here full,0,0
306.139,5.24,invisibility staying at least 20 yards,0,0
308.3,5.909,away from everybody as it does go around,0,0
311.379,5.62,all right basically you take a peek into,0,0
314.209,5.67,the tavern you quickly get a glance that,0,0
316.999,5.28,there is a man with a great axe at his,0,0
319.879,5.76,side however he is drinking excellent,0,0
322.279,5.43,and you also see pretty much first off,0,0
325.639,4.92,there's no one who's in the tavern who,0,0
327.709,5.46,is not drinking frankly in fact you hear,0,0
330.559,4.47,this sound he's like oh well I think,0,0
333.169,3.39,it's about time his ships getting late I,0,0
335.029,4.081,don't I don't think he wouldn't,0,0
336.559,5.52,appreciate one and you see the gun guard,0,0
339.11,4.169,like lift of ale from the counter and he,0,0
342.079,4.44,walks outside,0,0
343.279,5.82,he says Jefferson and he's like oh yes,0,0
346.519,4.98,it's like anything of you tonight done,0,0
349.099,5.61,and the shift he's like now just another,0,0
351.499,4.89,quiet night it's like oh well Jefferson,0,0
354.709,5.46,this one's on me,0,0
356.389,7.26,any handsome a frothy cup of ale Isaac,0,0
360.169,4.381,oh well you know I I don't think I,0,0
363.649,3.211,should drink on the job,0,0
364.55,5.099,mmm-hmm have you ever seen anything out,0,0
366.86,5.429,here I've never except for those damned,0,0
369.649,7.83,savages sometimes but we'll kill them,0,0
372.289,7.77,all eventually he goes inside excellent,0,0
377.479,5.36,so Jefferson sits there any Ponder's is,0,0
380.059,2.78,ale he's like,0,0
385.11,5.98,he just puts it down he doesn't he's not,0,0
388.27,4.14,sure about this drink like I'm gonna use,0,0
391.09,2.73,my perception to see whether or not I,0,0
392.41,4.77,believe she's actually gonna take,0,0
393.82,7.349,another sip of this drink okay and I,0,0
397.18,7.53,roll a 17 once the other soldier walked,0,0
401.169,5.041,away he's trying to like he's drunk he's,0,0
404.71,2.85,drunk already and he was just trying to,0,0
406.21,3.57,like pretend like he's like totally,0,0
407.56,4.47,sober on the job well find out drunks,0,0
409.78,4.59,they always go for more sips so I'm,0,0
412.03,4.47,gonna I'm gonna I'm gonna use my first,0,0
414.37,4.47,dose of poison in his drink right now,0,0
416.5,4.08,machine to big reveal all right,0,0
418.84,7.44,stealth check right now stealth check,0,0
420.58,8.04,boom you get out as a nice bonus to you,0,0
426.28,4.139,double you did it one of you always is,0,0
428.62,3.299,done so you slip it poison his drink,0,0
430.419,3.391,first order business here I'm going to,0,0
431.919,4.411,I'm going to slip into the bar here and,0,0
433.81,4.41,yeah all right and that's as far as you,0,0
436.33,4.05,get you inside the bar there's a drunk,0,0
438.22,3.75,guy passed out kind of like laughing on,0,0
440.38,4.19,sin that pass that he's like laughing on,0,0
441.97,4.29,the floor and all these other people,0,0
444.57,4.03,I'll take no key,0,0
446.26,5.85,Nokia's up now he's gets a little chance,0,0
448.6,5.43,all right I'm sending a creep along the,0,0
452.11,5.21,wall lie down so I'm more less honest,0,0
454.03,6.0,I'm scared get to here go prone and just,0,0
457.32,4.69,crawl shimmy up this Ridge lying down,0,0
460.03,6.5,whoo I'm lying up here great trying to,0,0
462.01,11.159,be stealthy rolling a spellcheck eight,0,0
466.53,9.55,cool this guy um he walks by and he says,0,0
473.169,4.261,to me backwards his eyes are closed okay,0,0
476.08,8.1,his eyes are closed and he's just coming,0,0
477.43,8.85,to himself he said and I said it I'm,0,0
484.18,5.43,just watching now anyway so we're going,0,0
486.28,5.609,back to durian okay Gary it was over,0,0
489.61,3.63,here I'm gonna look on the ground and,0,0
491.889,2.581,I'm gonna pick up a rock on the rubble,0,0
493.24,3.12,you got a rock cool I'm gonna take a,0,0
494.47,5.58,pretty good sized rock and I'm gonna,0,0
496.36,5.55,chuck it over here so I make a splash in,0,0
500.05,4.17,the water okay okay I tried to distract,0,0
501.91,4.55,these guys just do a ranged arranged,0,0
504.22,4.99,attack and be 210,0,0
506.46,2.75,get it okay,0,0
509.43,6.63,yeah yeah I got it a giant rocks flash,0,0
514.14,4.17,you see the the lantern light of top,0,0
516.06,6.24,shift kind of towards the river it's,0,0
518.31,6.96,like just the fish are up tonight all,0,0
522.3,5.94,right yeah oh man I wonder if actually,0,0
525.27,5.82,going on fishing today instead I'm gonna,0,0
528.24,4.83,jump up to here and I'm gonna grab it,0,0
531.09,3.57,that's what the guys have tips yeah go,0,0
533.07,2.55,they jump you grab it yeah I'm gonna go,0,0
534.66,3.51,myself with it,0,0
535.62,5.43,yep you can straight up do that and then,0,0
538.17,4.38,I'm gonna slowly come up right here I'm,0,0
541.05,4.04,a good on it's tell check I'm getting,0,0
542.55,6.96,some shadow of mordor vibes up here,0,0
545.09,8.41,stuff slow-mo stealth roll 21 all right,0,0
549.51,5.97,so what happens is you jump up there we,0,0
553.5,8.76,hit the ground and they're reflected and,0,0
555.48,7.37,the guy goes it turns back okay he got a,0,0
562.26,3.98,20,0,0
562.85,5.88,he rolled an 18 but was the total twenty,0,0
566.24,5.53,twenty-one you're up there completely,0,0
568.73,4.54,totally fine brand I'm gonna take us,0,0
571.77,3.54,take a quick second since I'm visible,0,0
573.27,3.48,inside this bar to look around,0,0
575.31,2.91,perception see if anything out of the,0,0
576.75,2.73,ordinary is going on anything that would,0,0
578.22,4.59,throw me off a little snippet of,0,0
579.48,5.28,conversation here none of the crew is,0,0
582.81,4.62,late tonight thought they'd be here by,0,0
584.76,3.87,now interesting filing that little,0,0
587.43,3.81,information right away I don't have to,0,0
588.63,4.68,hurry so I'm gonna slip over to the Cask,0,0
591.24,4.47,the most popular hobbies you know,0,0
593.31,4.77,Cassidy wandering from yeah do a double,0,0
595.71,4.68,dose of poison into that sucker got sure,0,0
598.08,3.99,that everybody gets hit by well you,0,0
600.39,2.55,managed to successfully move all the way,0,0
602.07,2.52,over to this cast,0,0
602.94,2.64,you are completely invisible no one is,0,0
604.59,5.9,manning the bar right now it's a,0,0
605.58,7.47,self-serve night and um you guys are,0,0
610.49,3.73,yeah you managed to do a double dose all,0,0
613.05,3.93,right and if I still have a turn left,0,0
614.22,4.29,I'm heading out of there now I'm I'm,0,0
616.98,5.61,heading back out of front pair all right,0,0
618.51,6.69,combat oh and back to no key sir no key,0,0
622.59,4.29,no he's just milking on let's go bro I,0,0
625.2,2.56,give you a quick status update on these,0,0
626.88,5.29,fellas out here and,0,0
627.76,10.26,yard this guy goes back inside and he,0,0
632.17,9.63,just like barely misses our friend Grenn,0,0
638.02,5.04,and this dude sitting there I just want,0,0
641.8,3.81,that guy's got his drink next to him,0,0
643.06,6.48,still you know even rod even all right,0,0
645.61,5.85,that means he can't resist even that,0,0
649.54,5.49,means he can't resist he reaches down to,0,0
651.46,6.57,his side grabs the glasses of poison and,0,0
655.03,4.41,he zips it personally drinks yeah which,0,0
658.03,3.21,one did you put in there Nico dick give,0,0
659.44,4.89,me a name breathe whose repay Green,0,0
661.24,8.25,penguin of glass number one now da plus,0,0
664.33,8.58,four damage to Constitution hmm A plus,0,0
669.49,6.27,four equals the guy suddenly just grabs,0,0
672.91,4.41,his gun and go ah it tries to scream he,0,0
675.76,3.51,dealt these literally you just felt him,0,0
677.32,2.37,toll points a Constitution damage he's,0,0
679.27,2.13,dead,0,0
679.69,5.16,he's just straight-up just like all his,0,0
681.4,6.87,hit points literally just dead gone he's,0,0
684.85,5.79,out literally bang man that classic,0,0
688.27,4.32,green bang yeah don't mess with the,0,0
690.64,5.01,green like it was silent it was just,0,0
692.59,6.26,like dead okay,0,0
695.65,6.21,I am still prone this guy still sleeping,0,0
698.85,5.59,yep reception and if you want me to it's,0,0
701.86,4.53,about my scimitar so these guys alright,0,0
704.44,3.99,I just I'd like to ready an attack okay,0,0
706.39,3.33,go for it my character just readies this,0,0
708.43,2.97,alright the more ever that when I'm,0,0
709.72,3.87,always you to express any other thought,0,0
711.4,4.71,action anything it's no longer ready,0,0
713.59,6.48,next current is your turn,0,0
716.11,6.98,Darren go I'm up here with this guy and,0,0
720.07,5.61,I'm going to draw my bow and ready it,0,0
723.09,4.69,since I have a surprise can I get a,0,0
725.68,3.99,advantage when you're saying this yeah,0,1
727.78,4.59,advantage right now boom okay I'm gonna,0,1
729.67,4.5,use my sharpshooter ability and take,0,1
732.37,4.579,minus 5 my roll to the next 10 damage,0,1
734.17,8.599,done okay,0,1
736.949,12.341,so I'm going to take minus 5 on this 613,0,1
742.769,12.55,uh you miss yeah I miss God dang it I,0,1
749.29,7.979,should have shot so go yeah I'm 5 feet,0,1
755.319,6.99,away regard turns around and looks at,0,1
757.269,7.11,you oh man ah screwed it all because he,0,1
762.309,5.43,try to use just so hard but super power,0,1
764.379,4.38,ah everyone Rowland issue I'm sorry I,0,1
767.739,4.111,take my moves,0,1
768.759,4.95,I had it ready sure go for it he's just,0,1
771.85,6.569,thinking about it yeah he said he's the,0,1
773.709,7.891,arrow miss completely be like anyways I,0,1
778.419,10.08,did a 9 for hijacker hole on this dude,0,1
781.6,8.579,lying in the ground this yeah we suck,0,1
788.499,3.09,little word we had such a good plan,0,1
790.179,2.13,until doing play it's falling apart so,0,1
791.589,2.641,quickly,0,1
792.309,4.02,alright roll initiative against a coyote,0,1
794.23,5.849,okay everyone just rollin achieved in,0,1
796.329,6.63,general Darien shoots an arrow goes past,0,1
800.079,8.401,the guys like look straight at he was,0,1
802.959,7.59,like whoa cool digs his guitar thing out,0,1
808.48,4.68,he takes his sword and he looks at he,0,1
810.549,5.07,always like and he immediately starts to,0,1
813.16,7.019,swing it at you he takes his sword and,0,1
815.619,7.65,swings at you does a 14 hit no 14 hit,0,1
820.179,7.32,doesn't hit he misses there's somebody,0,1
823.269,6.27,here there's so ready and the next turn,0,1
827.499,3.231,is your turn,0,1
829.539,4.551,brand,0,1
830.73,8.52,I'm still visible so I'm gonna boogie,0,1
834.09,6.66,right up to this guy as you're running,0,1
839.25,2.28,up to there by them you kind of see them,0,1
840.75,3.38,kind of look,0,1
841.53,9.93,what do you mean this someone out there,0,1
844.13,9.58,doesn't make any suits your Europa um,0,1
851.46,4.95,they're like really confused like what,0,1
853.71,5.07,do you mean I'm use my charger ability,0,1
856.41,4.38,to get the festival US v damage bonus,0,1
858.78,4.02,I'm an attack like that right now,0,1
860.79,4.7,poof all right so I'm blowing my,0,1
862.8,8.75,invisibility to do it alright so be it,0,1
865.49,6.06,so 21 hit and damaged,0,1
872.9,5.97,kill instantly Mergent dead sliced to,0,1
876.14,6.06,pieces explodes drink flies out splashes,0,1
878.87,5.76,on the boxes you come into existence in,0,1
882.2,4.47,the guard just is jaw drop,0,1
884.63,3.45,seeing this guy literally get cut in,0,1
886.67,4.53,half and a guy appears out of nowhere,0,1
888.08,6.24,with his giant sword hanging into the,0,1
891.2,6.78,merchant not the garden I got there both,0,1
894.32,5.61,guards use the guy who sold you your,0,1
897.98,3.93,scale mail via video well that's the guy,0,1
899.93,6.03,named something's gonna give me - heck,0,1
901.91,8.19,yes then guys like a guttural yell as I,0,1
905.96,6.75,do it I say I say incredulous loose and,0,1
910.1,4.32,then the guards like I never was such a,0,1
912.71,3.93,award that day yeah,0,1
914.42,6.24,oh that's cuz I misuse one where Johan,0,1
916.64,6.45,smarter darius darius - i'm gonna use,0,1
920.66,6.54,like reaction got my bow i'm gonna draw,0,1
923.09,6.06,my swords mmm and then I'm gonna swing,0,1
927.2,2.58,don't swing at the sky these fish that,0,1
929.15,2.34,fast,0,1
929.78,3.12,you can drop us free and then you can,0,1
931.49,6.3,use your simple action to draw a weapon,0,1
932.9,7.71,I'm gonna roll the hidden 14 miss is go,0,1
937.79,7.32,they go like off his armor okay my turn,0,1
940.61,5.01,one two three discus walkway so from,0,1
945.11,3.27,this range,0,1
945.62,6.15,I cast hold on this guy cool cast it,0,1
948.38,7.49,with what we save him against 14 using,0,1
951.77,4.1,his wisdom,0,1
956.279,4.571,he's held it's cool so that works he is,0,1
959.59,4.2,successfully held and he's no longer,0,1
960.85,5.76,able to move now is the end of all your,0,1
963.79,4.89,guys turns back to NPCs turn and Brendan,0,1
966.61,5.669,uh remind me what that little note was,0,1
968.68,7.68,that God I wasn't will tell you guys,0,1
972.279,6.0,since since chaos broke up but said ant,0,1
976.36,4.979,the crew is late tonight thought they'd,0,1
978.279,4.291,be here by now and what you hear is you,0,1
981.339,6.69,hear the sound of small trotting,0,1
982.57,8.28,carriage and the carriage like rolls up,0,1
988.029,8.431,and comes to a stop and immediately to,0,1
990.85,6.739,do is hop out and these are not your,0,1
996.46,3.75,average Jews they're not your average,0,1
997.589,4.981,lowly peasants lowly guards they were,0,1
1000.21,5.04,kind of epic and they stand around,0,1
1002.57,5.23,looking at this magnificent battle,0,1
1005.25,4.23,that's in front of them and their little,0,1
1007.8,4.41,confused and not sure who's on whose,0,1
1009.48,5.79,side it's nighttime but all you know is,0,1
1012.21,5.879,that one of them draws a bastard sword,0,1
1015.27,5.069,it's a very large sword and he's got a,0,1
1018.089,5.401,gold golden armor and a blue flowing,0,1
1020.339,4.74,cape desert losing his heart of those,0,1
1023.49,4.949,group of people that attacked your,0,1
1025.079,4.711,village he is certainly associated with,0,1
1028.439,2.971,them and he's looking around trying to,0,1
1029.79,4.35,figure out what is causing all this,0,1
1031.41,5.46,chaos the only thing he can't see one,0,1
1034.14,3.85,barbarian about to slice down the frozen,0,1
1036.87,4.15,garden,0,1
1037.99,5.189,the other wrapped in cloaks no comment,0,1
1041.02,6.21,the only thing that happens is the guy,0,1
1043.179,5.25,up there is like he tries to swing at,0,1
1047.23,3.059,you again he's thinks he can deal with,0,1
1048.429,6.091,you before everything else happens and,0,1
1050.289,6.601,O's a7 it no all right nothing happens,0,1
1054.52,4.35,he's whipping it he backs up to the edge,0,1
1056.89,2.46,in fear and draws an opportunity attack,0,1
1058.87,2.7,alert,0,1
1059.35,5.699,okay he's like everyone's whipping it,0,1
1061.57,6.9,each other but you're pretty pretty for,0,1
1065.049,4.681,Mom your armor is I still have it you,0,1
1068.47,6.36,whiffed it - everyone's wearing it up,0,1
1069.73,10.23,Danis this is okay it's like a real,0,1
1074.83,7.89,fight it's a that goes back to Branson,0,1
1079.96,4.86,alright well this guy's being held by,0,1
1082.72,6.41,Nico I'm just gonna straight-up execute,0,1
1084.82,8.88,so I'm going to swing,0,1
1089.13,8.169,16 her I mean 20 20 hit I'm yeah and I,0,1
1093.7,5.4,do the damage to him oh man he's just,0,1
1097.299,4.35,like cut him and the armor just falls,0,1
1099.1,6.199,off and he's just barely standing like,0,1
1101.649,6.331,he's like he's not looking very good,0,1
1105.299,5.38,back here trying to okay what I'm gonna,0,1
1107.98,4.38,do is I'm gonna run up to this guy and,0,1
1110.679,4.131,I'm going to show you put them in the,0,1
1112.36,9.37,chest off off the edge of the,0,1
1114.81,6.92,strength check 21 did it I'm gonna run,0,1
1122.03,5.77,boom-boom-boom off the edge just does he,0,1
1126.39,3.51,break through that boxer bounce off of,0,1
1127.8,4.83,it yeah little sis he breaks it uh he,0,1
1129.9,7.44,don't I dealt him he got so much damage,0,1
1132.63,4.95,that he breaks locks food he's dead he's,0,1
1137.34,3.0,dead,0,0
1137.58,4.17,he's over his life is over it's a good,0,1
1140.34,2.61,that was a good way to kill him okay all,0,1
1141.75,4.17,right you get a good vantage point,0,1
1142.95,5.94,you're up there - yep it's perfect ah I,0,1
1145.92,5.13,know I'm gonna I'm gonna then take a,0,1
1148.89,4.05,step back pick up my bow that I had on,0,1
1151.05,4.32,the ground and then my turn so cool and,0,1
1152.94,3.33,no gates your turn I'm all and guide,0,1
1155.37,4.71,draws their attention,0,1
1156.27,6.98,really I mean steady got Oh Sanson girl,0,1
1160.08,6.75,that's when I step out we're back,0,1
1163.25,5.11,greetings I think we need to talk it's,0,1
1166.83,4.53,perfect because it's their turn they get,0,1
1168.36,4.02,to respond it's like one of the savages,0,1
1171.36,3.09,from the hills,0,1
1172.38,4.32,it says the guy in gold he's got a very,0,1
1174.45,4.53,deep voice he's got long flowy hair he,0,1
1176.7,4.92,looks very regal he looks like a paladin,0,1
1178.98,4.83,kind of difficult looking paladin if you,0,1
1181.62,4.95,know what I mean like level wise not,0,1
1183.81,4.71,intimidating a little bit in fact and he,0,1
1186.57,6.09,looks directly to your character nieces,0,1
1188.52,8.34,a lowly savage from the hills and he,0,1
1192.66,8.96,rolls a to intimidation Shack and he's,0,1
1196.86,7.05,he's like a seventh from the hills and,0,1
1201.62,5.35,doesn't faze you at all and then his,0,1
1203.91,5.07,cleric friend speaks up I knew that they,0,1
1206.97,4.17,would be coming down at some point after,0,1
1208.98,3.78,families he's actually spent his round,0,1
1211.14,3.84,saying a little bit more than just words,0,1
1212.76,4.58,he's going to say that and he's also,0,1
1214.98,5.63,going to include in it a spell and,0,1
1217.34,7.03,suddenly just whirls happen around him,0,1
1220.61,6.22,and what you see is you see what looks,0,1
1224.37,4.439,like to be demons hugging him they're,0,1
1226.83,4.74,like orbiting around him swooping around,0,1
1228.809,4.471,him like ghosts seem to be kind of,0,1
1231.57,5.16,making what looks to be like a,0,1
1233.28,6.389,supernatural barrier around him all,0,1
1236.73,4.05,right so gold shield hey guess what you,0,1
1239.669,3.241,can roll to see what it's actually,0,1
1240.78,5.94,called MA and what about it hey don't,0,1
1242.91,6.389,forget about that five-plus magic if I,0,1
1246.72,5.459,listen out sorry I'm do you know he's,0,1
1249.299,4.441,sorry not smart feels like that's Mookie,0,1
1252.179,3.961,yeah it's a person I already seen it I'm,0,1
1253.74,6.48,know any magic oh I'm gonna try I'm,0,1
1256.14,5.97,gonna look look real hard 15 yeah it's,0,1
1260.22,3.78,called spirit Guardians basically anyone,0,1
1262.11,2.28,who enters targets anyone who enters the,0,1
1264.0,3.51,city,0,1
1264.39,5.22,anyone who enters that aura of spirit,0,1
1267.51,4.799,Guardians has the risk of taking damage,0,1
1269.61,5.37,however the spell can be broken if you,0,1
1272.309,6.031,break his concentration ah,0,1
1274.98,5.01,we're going back to bran okay so this,0,1
1278.34,3.63,guy when I last hit him I hit him for a,0,1
1279.99,4.65,munch damage but he's still alive barely,0,1
1281.97,6.98,I think we hold person is a coup de Gras,0,1
1284.64,7.08,so frankly as a DM mistake I'll let you,0,1
1288.95,3.79,film as if reactions dead yeah holding,0,1
1291.72,2.55,you push them over and let the body,0,1
1292.74,2.79,parts split on the day I'm just gonna,0,1
1294.27,3.659,well I'm not just gonna push him over,0,1
1295.53,4.26,I'm gonna grab you know into the whole,0,1
1297.929,4.38,of me with my sword and just kind of rip,0,1
1299.79,4.379,I guess that's a day mr. killin yeah I'm,0,1
1302.309,3.75,dropping the sword grabbing a javelin,0,1
1304.169,4.621,I've got four of them and I'm gonna,0,1
1306.059,5.271,throw it right at the cleric hey Dex,0,1
1308.79,8.14,throw so you get plus four new role so,0,1
1311.33,10.82,it's not you know 9 yeah no no damn it,0,1
1316.93,8.49,it's your turn I am going to step right,0,1
1322.15,5.4,here at the edge and I'm going to aim,0,1
1325.42,6.09,down and we're going to shoot an arrow,0,1
1327.55,5.52,right at the magical guy he's doing,0,1
1331.51,3.6,magic stones like this and like hawks,0,1
1333.07,6.02,trading and my shooting oh right in the,0,1
1335.11,7.03,top of his head or at least trying to,0,1
1339.09,6.429,does a 22 hit,0,1
1342.14,3.379,yup okay,0,1
1347.73,4.58,nine damage to him all right he's gonna,0,1
1349.89,7.65,roll against that to break concentration,0,1
1352.31,9.13,not broken next it is no key sir cast,0,1
1357.54,6.72,spider calm I climb up at the end all,0,1
1361.44,4.32,right you're on the blade and so the,0,1
1364.26,3.63,next turn is pretty crazy,0,1
1365.76,5.61,so the Paladin he takes a moment and,0,1
1367.89,6.15,focuses and his hands glow and he looks,0,1
1371.37,5.28,to you he looks to youth he looks to you,0,1
1374.04,4.62,and he cast a spell everyone has to make,0,1
1376.65,4.47,Christmas saving throws everybody right,0,1
1378.66,5.61,now is missing Wow would have salad in,0,1
1381.12,5.7,real fine yeah real the same day,0,1
1384.27,5.61,watching regular we both get 13 you both,0,1
1386.82,4.98,have 13 and 17 sorry for D and Brandon,0,1
1389.88,6.3,and this is a spell called vein that,0,1
1391.8,8.22,basically affects all your roles this is,0,1
1396.18,6.57,basically D you get minus one to attack,0,1
1400.02,5.04,roles and saving throws for as long as,0,1
1402.75,3.96,he's concentrating and Brandon you get -,0,1
1405.06,3.83,two - two attack roles and saving post,0,1
1406.71,4.61,as long as he's concentrating on,0,1
1408.89,4.83,and you can run up and try and take you,0,1
1411.32,4.02,out and now it's the clerics turn and,0,1
1413.72,3.6,he's got these spirit Guardians floating,0,1
1415.34,7.44,around and stuff like that and what he,0,1
1417.32,6.42,does he looks to Darien up top and cast,0,1
1422.78,3.39,a different spell,0,1
1423.74,4.95,it's called guiding poles and what you,0,1
1426.17,6.12,see is a flash of light streaks toward,0,1
1428.69,7.1,Darien he's making rain spell attack,0,1
1432.29,5.639,against you dis affiliate you know,0,1
1435.79,4.35,basically what looks almost like a beam,0,1
1437.929,4.941,of light like a laser just goes it,0,1
1440.14,6.1,explodes the rocks behind you and,0,1
1442.87,5.32,totally good back to branch turn okay,0,1
1446.24,5.16,well first Orbison grab my sword off the,0,1
1448.19,4.68,ground can I beg I kind of back up five,0,1
1451.4,3.149,and then charge yep,0,1
1452.87,4.53,okay I'm gonna back up back up one step,0,1
1454.549,4.471,there and then charge and attack the,0,1
1457.4,7.56,Paladin head-on leave them all over the,0,1
1459.02,10.47,cleric for deep it is a 16 minus 2 is 14,0,1
1464.96,5.099,plus 6 is 20 20 hit 16 minutes 16 Dan,0,1
1469.49,2.309,Wow,0,1
1470.059,4.11,double sixes for important this guy's,0,1
1471.799,4.62,bulked up in full plate armor he is,0,1
1474.169,4.771,literally a metal shell aside this long,0,1
1476.419,4.411,long flowing hair and just it balances,0,1
